1,92,481
2,2,482
3,92,484
4,3,486
5,92,486
6,91,486
7,130,486
8,54,487
9,54,487
10,92,489
11,54,491
12,92,492
13,64,492
14,115,493
15,115,494
16,91,495
17,5,495
18,74,495
19,14,495
20,5,495
21,94,496
22,70,497
23,115,497
24,3,498
25,48,498
26,48,499
27,5,499
28,54,500
29,54,500
30,3,500
31,3,501
32,107,501
33,115,501
34,48,503
35,92,503
36,48,503
37,54,504
39,38,505
38,97,506
40,63,506
41,68,506
42,115,506
43,115,506
38,54,507
44,38,508
45,48,508
46,68,508
47,14,508
48,92,509
49,115,509
50,93,510
51,29,510
52,14,511
53,92,511
54,10,511
55,70,512
56,115,512
57,29,512
58,5,513
59,5,513
60,115,514
61,92,514
62,48,514
63,115,515
64,86,515
65,107,516
66,64,516
67,63,516
68,92,516
69,70,516
70,102,516
71,70,517
72,5,517
73,14,518
74,107,518
75,3,518
76,115,518
77,39,519
78,95,519
79,5,519
80,127,519
81,92,520
82,101,521
83,130,521
84,127,521
85,38,521
86,70,521
87,34,521
88,10,522
89,70,522
90,133,522
91,79,522
92,46,523
93,88,523
94,5,523
95,68,524
96,5,524
97,10,524
98,94,524
99,10,524
100,122,524
101,115,525
102,56,526
103,92,526
104,56,526
105,91,526
106,97,526
107,126,526
108,48,526
109,54,527
110,48,527
111,73,527
112,70,527
113,107,527
114,29,527
115,63,528
116,79,528
117,70,528
118,81,528
119,56,528
120,126,528
121,5,528
122,88,529
123,38,529
124,115,529
125,48,529
126,115,529
127,107,530
128,54,530
129,70,530
130,97,530
131,115,530
132,107,531
133,41,531
134,102,531
135,10,531
136,48,532
137,52,532
138,91,532
139,97,532
140,132,532
141,127,533
143,34,533
144,48,533
142,115,534
145,54,534
146,92,534
147,79,534
148,19,534
149,92,534
150,88,535
151,34,535
152,79,535
153,70,535
154,3,536
155,79,536
156,115,536
157,59,536
158,26,536
159,107,536
160,119,536
161,5,536
162,130,537
163,115,537
164,130,537
165,3,538
166,34,538
167,52,538
168,5,538
169,133,538
170,14,538
171,48,538
172,48,538
173,95,539
174,52,539
175,115,539
176,48,539
119,68,539
164,97,539
166,97,539
177,52,540
178,45,540
179,130,540
180,130,540
181,92,540
182,91,540
183,81,540
184,3,540
185,133,541
186,10,541
187,102,541
188,46,541
189,101,541
190,18,541
191,18,541
192,115,541
193,46,541
194,32,541
162,97,541
195,107,542
196,70,542
197,115,542
198,127,542
199,88,542
200,19,542
201,5,542
202,54,542
203,3,542
204,126,542
205,21,542
206,107,542
162,54,542
207,94,543
208,48,543
209,10,543
210,86,543
211,120,543
212,74,543
213,102,543
181,48,543
214,115,544
215,56,544
216,92,544
217,92,544
218,70,545
219,58,545
220,38,545
221,68,545
222,91,545
223,52,545
224,3,546
225,92,546
226,115,546
227,48,546
228,132,546
229,97,546
230,5,546
231,130,546
232,86,546
233,14,547
234,125,547
235,5,547
236,18,547
238,115,547
239,38,547
240,129,547
194,52,547
237,97,548
241,92,548
242,48,548
243,3,548
244,18,548
245,88,548
225,48,548
246,91,549
247,107,549
248,63,549
249,74,549
250,70,549
251,85,549
252,52,549
253,47,549
254,115,549
255,1,549
256,107,550
257,101,550
258,46,550
259,80,550
260,81,550
261,19,550
262,70,550
263,79,550
264,5,550
266,56,550
267,26,550
268,129,550
269,128,550
270,30,550
265,115,551
271,102,551
272,70,551
273,56,551
274,42,551
275,54,551
276,107,551
277,92,551
278,92,552
279,97,552
280,3,552
281,88,552
282,58,552
283,1,552
284,48,552
285,52,552
286,129,552
287,10,552
288,18,552
289,130,552
290,115,552
291,30,552
292,14,552
293,39,553
294,48,553
295,89,553
296,101,553
297,101,553
298,91,553
299,62,553
300,89,553
301,122,553
302,129,553
303,66,553
304,73,553
305,19,553
306,91,554
307,127,554
308,108,554
309,3,554
310,115,554
311,27,554
312,88,554
313,52,554
314,14,554
315,119,554
316,130,554
317,23,554
318,32,554
319,6,554
320,38,554
321,34,554
322,85,554
323,21,554
324,5,554
325,80,554
326,32,554
327,1,554
328,10,555
329,97,555
330,21,555
331,92,555
332,32,555
334,39,555
335,102,555
336,73,555
337,5,555
338,40,555
339,7,555
308,129,555
333,34,556
340,12,556
341,40,556
342,10,556
343,18,556
344,51,556
345,70,556
346,70,556
347,66,556
349,48,556
350,7,556
351,80,556
352,91,556
353,79,556
354,115,556
355,14,556
332,52,556
348,3,557
356,2,557
357,45,557
358,12,557
359,48,557
360,6,557
361,5,557
362,19,557
363,29,558
364,44,558
366,92,558
367,119,558
368,97,558
369,29,558
370,30,558
371,120,558
372,70,558
373,63,558
375,48,558
376,54,558
377,1,558
365,38,559
378,73,559
379,88,559
380,3,559
381,107,559
382,115,559
383,45,559
384,92,559
385,34,559
386,115,559
374,130,560
387,102,560
388,129,560
389,89,560
390,32,560
391,127,560
392,52,560
393,107,560
394,64,560
395,35,560
396,49,560
397,74,560
398,14,560
399,19,561
400,118,561
401,132,561
402,102,561
403,122,561
404,97,561
405,86,561
406,10,561
407,14,561
408,101,561
409,5,561
383,14,561
390,46,561
410,48,562
411,49,562
412,5,562
413,91,562
414,85,562
415,86,562
416,52,562
417,88,562
418,21,562
419,115,562
420,53,562
407,101,562
421,107,563
422,10,563
423,52,563
424,21,563
425,38,563
426,56,563
427,79,563
428,88,563
429,94,563
430,46,563
431,48,563
432,85,563
433,3,564
434,5,564
435,42,564
436,91,564
437,97,564
